rownum,material,core_size,hydro_size,surf_charge,specific_surf_area,Hsf,Ec,Ev,MeO,assay,cell_line,cell_species,cell_origin,cell_type,time,dose,viability,toxicity
425,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,10,101.9783,nonToxic
426,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,15,92.5694,nonToxic
427,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,20,86.4897,nonToxic
428,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,25,64.994,nonToxic
429,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,30,57.0808,nonToxic
430,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,35,57.0326,nonToxic
431,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,40,50.2292,nonToxic
432,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,80,61.7732,nonToxic
433,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,0,100.1351,nonToxic
434,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,10,77.2072,nonToxic
435,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,15,71.6667,nonToxic
436,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,20,55.8446,nonToxic
437,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,25,9.8311,Toxic
438,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,30,8.5811,Toxic
439,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,35,7.2973,Toxic
440,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,40,7.0721,Toxic
441,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,0,100.1126,nonToxic
442,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,10,79.8649,nonToxic
443,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,15,80.4054,nonToxic
444,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,20,73.0405,nonToxic
445,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,25,15.1351,Toxic
446,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,30,11.7568,Toxic
447,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,35,9.7973,Toxic
448,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,40,8.8514,Toxic
449,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,80,-3.8739,Toxic
450,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,0,100.2027,nonToxic
451,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,10,95.6081,nonToxic
452,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,15,86.2162,nonToxic
453,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,20,81.0811,nonToxic
454,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,25,72.3649,nonToxic
455,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,30,68.0405,nonToxic
456,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,35,60.7432,nonToxic
457,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,40,56.6892,nonToxic
458,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,80,30,Toxic
459,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,0,100.2703,nonToxic
460,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,10,97.3649,nonToxic
461,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,15,90.8784,nonToxic
462,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,20,89.6622,nonToxic
463,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,25,76.8018,nonToxic
464,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,30,71.036,nonToxic
465,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,35,64.6396,nonToxic
466,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,40,61.6667,nonToxic
467,ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,80,48.2432,Toxic
468,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,0,101.5007,nonToxic
469,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,1.56,91.678,nonToxic
470,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,3.13,87.4215,nonToxic
471,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,6.25,67.94,nonToxic
472,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,12.5,4.7476,Toxic
473,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,25,2.292,Toxic
474,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,50,7.367,Toxic
475,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,101.3115,nonToxic
476,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,1.56,98.0328,nonToxic
477,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,3.13,86.7213,nonToxic
478,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,6.25,78.8525,nonToxic
479,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,12.5,25.082,Toxic
480,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,25,5.2459,Toxic
481,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,50,8.6066,Toxic
482,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,0,101.3115,nonToxic
483,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,1.56,111.3115,nonToxic
484,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,3.13,91.3115,nonToxic
485,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,6.25,88.0328,nonToxic
486,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,12.5,89.0164,nonToxic
487,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,25,55.9016,nonToxic
488,ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,50,51.9672,nonToxic
489,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,0,101.337,nonToxic
490,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,1.56,85.457,nonToxic
491,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,3.13,83.8199,nonToxic
492,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,6.25,64.0109,nonToxic
493,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,12.5,2.4557,Toxic
494,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,25,1.9645,Toxic
495,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,50,4.2565,Toxic
496,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,101.3115,nonToxic
497,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,1.56,99.1803,nonToxic
498,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,3.13,88.6885,nonToxic
499,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,6.25,81.4754,nonToxic
500,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,12.5,17.8688,Toxic
501,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,25,4.7541,Toxic
502,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,50,4.4262,Toxic
503,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,0,101.1475,nonToxic
504,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,1.56,111.2295,nonToxic
505,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,3.13,106.3115,nonToxic
506,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,6.25,106.5574,nonToxic
507,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,12.5,73.4426,nonToxic
508,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,25,55.6557,nonToxic
509,ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,50,54.5902,nonToxic
510,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,0,101.4501,nonToxic
511,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,1.56,78.3037,nonToxic
512,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,3.13,68.7825,nonToxic
513,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,6.25,58.6046,nonToxic
514,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,12.5,34.6375,Toxic
515,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,25,1.4364,Toxic
516,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,50,3.2832,Toxic
517,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,101.6644,nonToxic
518,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,1.56,99.3724,nonToxic
519,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,3.13,90.8595,nonToxic
520,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,6.25,78.7449,nonToxic
521,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,12.5,63.8472,nonToxic
522,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,25,15.5525,Toxic
523,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,50,2.292,Toxic
524,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,0,100.9756,nonToxic
525,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,1.56,99.8374,nonToxic
526,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,3.13,84.878,nonToxic
527,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,6.25,84.065,nonToxic
528,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,12.5,79.187,nonToxic
529,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,25,35.6098,Toxic
530,ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,50,21.626,Toxic
531,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,0,102.2896,nonToxic
532,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,1.56,80.6069,nonToxic
533,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,3.13,72,nonToxic
534,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,6.25,69.3517,nonToxic
535,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,12.5,11.7517,Toxic
536,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,25,3.5586,Toxic
537,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,50,4.3035,Toxic
538,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,101.4433,nonToxic
539,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,1.56,88.0825,nonToxic
540,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,3.13,80.6598,nonToxic
541,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,6.25,79.4227,nonToxic
542,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,12.5,76.4536,nonToxic
543,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,25,45.2784,Toxic
544,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,50,6.6804,Toxic
545,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,0,100.8197,nonToxic
546,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,1.56,102.2951,nonToxic
547,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,3.13,93.4426,nonToxic
548,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,6.25,94.918,nonToxic
549,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,12.5,98.1148,nonToxic
550,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,25,55.8197,nonToxic
551,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,50,24.3443,Toxic
552,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,0.1,99.3899,nonToxic
553,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,10,16.6812,Toxic
554,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,100,15.3939,Toxic
555,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,0.1,83.9423,nonToxic
556,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,10,26.3359,Toxic
557,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,100,18.6121,Toxic
558,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,0.1,111.7895,nonToxic
559,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,1,109.2632,nonToxic
560,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,0.1,87.2481,nonToxic
561,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,1,65.2331,nonToxic
562,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,48,0.1,114.2285,nonToxic
563,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,48,1,107.8156,nonToxic
564,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,48,10,3.3066,Toxic
565,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,48,100,4.8096,Toxic
566,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,0.1,102.2712,nonToxic
567,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,10,2.004,Toxic
568,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,100,0.4008,Toxic
569,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,48,0.1,119.2404,nonToxic
570,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,48,1,127.4363,nonToxic
571,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,48,10,116.3751,nonToxic
572,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,48,100,40.8796,Toxic
573,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,0.1,86.8566,nonToxic
574,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,1,84.4578,nonToxic